valid_time,pressure_level,latitude,longitude,surface_wind,low-level_wind,jet_stream,atmos_stability1,atmos_stability2,thermal_wind_y_grad,thermal_wind_x_grad
1979-03-06,0,43.7,-79.65,5.9080706,17.525726,29.656813,0.0035109796988428664,0.005808496942721902,0.15814704652038952,-3.43405844413448
1979-03-07,0,43.7,-79.65,3.677609,8.948464,11.217267,0.004930655699046764,0.004875352228046689,0.8100496575348467,-0.9124648405540616
1979-03-08,0,43.7,-79.65,0.42211717,3.4458203,2.1505907,0.004616201679051895,0.0041295858414569665,8.420253477461234,-0.4821988846460811
1979-03-09,0,43.7,-79.65,2.950982,11.927183,14.1465645,0.004295162146303358,0.004401604038535085,4.169248640261727,0.054632229574647966
1979-03-10,0,43.7,-79.65,5.8481245,24.762232,28.78848,0.0047738827386991905,0.0037403025985210912,1.2347151450143257,-1.204551419262729
1979-03-11,0,43.7,-79.65,6.231055,13.42518,14.465826,0.0013783963622519728,0.00487301212160502,1.398313428054324,-2.0689211838926713
1979-03-12,0,43.7,-79.65,6.006149,16.816795,34.275913,0.0017745929879562953,0.006153873896674354,2.1667980226687362,1.4442445580938275
1979-03-13,0,43.7,-79.65,7.598882,29.435251,30.87199,0.006206886087176322,0.0026054042900857284,12.38989454089852,2.790856909368482
1979-03-14,0,43.7,-79.65,9.781407,33.67036,31.030275,0.005740401697982336,0.0017816687290370507,12.39046843060032,0.20046331963199407
1979-03-15,0,43.7,-79.65,7.637157,15.130935,22.811798,0.0022812004889764905,0.003832790247484814,5.310064209693443,-2.0446483269737294
1979-03-16,0,43.7,-79.65,6.454774,16.309538,35.412407,0.003284160931319965,0.0048046766606782455,4.102485052122433,3.527558755026162
1979-03-17,0,43.7,-79.65,5.5272536,17.653872,19.969337,0.00417185005248797,0.0042942903819827094,3.9206867017118165,3.1407234445856416
1979-03-18,0,43.7,-79.65,2.785074,6.5294924,18.378033,0.004293438512767264,0.004927305277227238,2.309934215283264,3.1905864253565435
1979-03-19,0,43.7,-79.65,1.8623483,4.043343,21.342651,0.007592257889270317,0.004841625978978233,-0.7559711742085898,-0.3278100871139844
1979-03-20,0,43.7,-79.65,1.7776375,2.2193122,14.89438,0.004751911807993223,0.004123119734112063,1.3727240172204684,2.0478885046760937
